variant,split,fold,event_date,event_name,n_features,n_rows,n_train_rows,n_train_events,n_events,runtime_seconds,mae,mse,rmse,degradation_slope_error
no_air_temperature,ablation_development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,27,729,17712,16,1,0.0,12.89327927973871,175.07288976117317,13.23151124252907,0.12479145854502506
no_track_temperature,ablation_development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,27,729,17712,16,1,0.0,13.822171914019469,199.27140548652756,14.116352414364256,0.09279557023881112
no_fuel_race_progress,ablation_development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,22,729,17712,16,1,0.0,9.93247347433975,104.35098436405147,10.215232956915445,0.1322117181408335
no_tire_age,ablation_development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,21,729,17712,16,1,0.0,12.650835530000359,166.98538218141428,12.92228239056144,0.0843083167350052
no_compound,ablation_development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,24,729,17712,16,1,0.0,12.834154543282297,173.5819935158218,13.175051935981953,0.09990860016959599
no_driver,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,27,460,18441,17,1,0.0,4.617379077733052,38.75630410014685,6.225456135910592,0.6289129375771947
no_constructor,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,27,460,18441,17,1,0.0,3.6118523627562458,30.844510784633123,5.553783465767559,0.6477369330038044
no_air_temperature,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,27,460,18441,17,1,0.0,6.064173283805536,56.15626100115527,7.493748127683187,0.508702187496013
no_track_temperature,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,27,460,18441,17,1,0.0,4.2822602445197555,38.245047772745544,6.184258061622716,0.7536155992499526
no_fuel_race_progress,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,22,460,18441,17,1,0.0,6.108073588531731,43.523793278630976,6.597256496349901,0.1609856267090615
no_tire_age,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,21,460,18441,17,1,0.0,5.476426674572844,49.01685205893358,7.001203615017462,0.590969323504833
no_compound,ablation_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,24,460,18441,17,1,0.0,7.316468874057151,83.01866852683858,9.111458090055542,1.0422273482015831
no_driver,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,27,785,18901,18,1,0.0,1.590574980147188,3.1047961868527376,1.7620431852973235,0.010371323303742441
no_constructor,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,27,785,18901,18,1,0.0,1.6457470919019388,3.250383713879513,1.8028820576730784,0.07026910185908665
no_air_temperature,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,27,785,18901,18,1,0.0,1.6505783944902594,3.2130840834665535,1.792507763851123,0.04795618728406061
no_track_temperature,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,27,785,18901,18,1,0.0,1.3003849386857527,2.179209096354404,1.476214447956124,0.07418953471136612
no_fuel_race_progress,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,22,785,18901,18,1,0.0,1.7655016871326104,4.729904664415335,2.1748343993084474,0.1115904172392566
no_tire_age,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,21,785,18901,18,1,0.0,1.495076705513318,2.793043721357044,1.6712401746478702,0.10333718456586015
no_compound,ablation_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,24,785,18901,18,1,0.0,1.5803501142972227,3.000001754309525,1.7320513139943416,0.04821466120316812
no_driver,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,27,1296,19686,19,1,0.0,1.7037486195907536,5.465933315296279,2.33793355664704,0.01920125545789075
no_constructor,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,27,1296,19686,19,1,0.0,1.6956264942027695,5.343874740771139,2.3116822317894687,0.01602956969111181
no_air_temperature,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,27,1296,19686,19,1,0.0,1.7790456790685867,5.626580700911424,2.3720414627302415,0.014127914493566493
no_track_temperature,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,27,1296,19686,19,1,0.0,1.6541963643603363,5.266835961798697,2.2949588148371416,0.017517710445636606
no_fuel_race_progress,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,22,1296,19686,19,1,0.0,1.249355539093142,3.791272175831062,1.9471189423943935,0.0047439850950436145
no_tire_age,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,21,1296,19686,19,1,0.0,1.6407549050646741,5.159780571200452,2.2715150387352603,0.02283954213253636
no_compound,ablation_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,24,1296,19686,19,1,0.0,1.631073185266762,5.213916425528013,2.2834001895261404,0.01484908885170319
no_driver,ablation_development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,27,1823,20982,20,1,0.0,1.6520704909287969,4.112560448777215,2.027944883071829,0.06785816737947385
no_constructor,ablation_development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,27,1823,20982,20,1,0.0,1.3965291860116928,2.8528745228554406,1.689045447243928,0.07773631524010263
no_air_temperature,ablation_development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,27,1823,20982,20,1,0.0,1.6110157962847398,4.156263912785719,2.0386917159751543,0.08930072470336829
no_track_temperature,ablation_development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,27,1823,20982,20,1,0.0,1.7295863839086738,4.381581046674312,2.093222646226223,0.09312092786279826
